,Date,NO2_nearest_1,PM10_nearest_1,NO2_nearest_2,O3_own,hour,day,month,day_of_week,code,lon,lat
5971,2023-09-06 18:00:00,19.0,21.0,20.0,74.0,18,6,9,2,ES0694A,2.009802,41.39216
5972,2023-09-06 19:00:00,24.0,21.0,28.0,65.0,19,6,9,2,ES0694A,2.009802,41.39216
5973,2023-09-06 20:00:00,17.0,21.0,15.0,63.0,20,6,9,2,ES0694A,2.009802,41.39216
5974,2023-09-06 21:00:00,13.0,21.0,16.0,57.0,21,6,9,2,ES0694A,2.009802,41.39216
5975,2023-09-06 22:00:00,13.0,21.0,18.0,52.0,22,6,9,2,ES0694A,2.009802,41.39216
5976,2023-09-06 23:00:00,12.0,19.0,24.0,42.0,23,6,9,2,ES0694A,2.009802,41.39216
5977,2023-09-07 00:00:00,11.0,19.0,22.0,38.0,0,7,9,3,ES0694A,2.009802,41.39216
5978,2023-09-07 01:00:00,10.0,19.0,23.0,30.0,1,7,9,3,ES0694A,2.009802,41.39216
5979,2023-09-07 02:00:00,12.0,19.0,27.0,12.0,2,7,9,3,ES0694A,2.009802,41.39216
5980,2023-09-07 03:00:00,19.0,19.0,19.0,3.0,3,7,9,3,ES0694A,2.009802,41.39216
5981,2023-09-07 04:00:00,20.0,19.0,15.0,5.0,4,7,9,3,ES0694A,2.009802,41.39216
5982,2023-09-07 05:00:00,22.0,19.0,17.0,9.0,5,7,9,3,ES0694A,2.009802,41.39216
5983,2023-09-07 06:00:00,31.0,19.0,37.0,7.0,6,7,9,3,ES0694A,2.009802,41.39216
5984,2023-09-07 07:00:00,47.0,19.0,44.0,14.0,7,7,9,3,ES0694A,2.009802,41.39216
5985,2023-09-07 08:00:00,35.0,19.0,35.0,49.0,8,7,9,3,ES0694A,2.009802,41.39216
5986,2023-09-07 09:00:00,37.0,19.0,22.0,67.0,9,7,9,3,ES0694A,2.009802,41.39216
5987,2023-09-07 10:00:00,23.0,19.0,37.0,87.0,10,7,9,3,ES0694A,2.009802,41.39216
5988,2023-09-07 11:00:00,15.0,19.0,22.0,99.0,11,7,9,3,ES0694A,2.009802,41.39216
5989,2023-09-07 12:00:00,15.0,19.0,22.0,98.0,12,7,9,3,ES0694A,2.009802,41.39216
5990,2023-09-07 13:00:00,14.0,19.0,30.0,100.0,13,7,9,3,ES0694A,2.009802,41.39216
5991,2023-09-07 14:00:00,12.0,19.0,24.0,105.0,14,7,9,3,ES0694A,2.009802,41.39216
5992,2023-09-07 15:00:00,11.0,19.0,11.0,100.0,15,7,9,3,ES0694A,2.009802,41.39216
5993,2023-09-07 16:00:00,13.0,19.0,16.0,95.0,16,7,9,3,ES0694A,2.009802,41.39216
5994,2023-09-07 17:00:00,12.0,19.0,11.0,93.0,17,7,9,3,ES0694A,2.009802,41.39216
5995,2023-09-07 18:00:00,12.0,19.0,9.0,81.0,18,7,9,3,ES0694A,2.009802,41.39216
5996,2023-09-07 19:00:00,10.0,19.0,6.0,74.0,19,7,9,3,ES0694A,2.009802,41.39216
5997,2023-09-07 20:00:00,10.0,19.0,14.0,68.0,20,7,9,3,ES0694A,2.009802,41.39216
5998,2023-09-07 21:00:00,11.0,19.0,15.0,65.0,21,7,9,3,ES0694A,2.009802,41.39216
5999,2023-09-07 22:00:00,10.0,19.0,17.0,56.0,22,7,9,3,ES0694A,2.009802,41.39216
6000,2023-09-07 23:00:00,9.0,21.0,17.0,55.0,23,7,9,3,ES0694A,2.009802,41.39216
6001,2023-09-08 00:00:00,15.0,21.0,21.0,33.0,0,8,9,4,ES0694A,2.009802,41.39216
6002,2023-09-08 01:00:00,22.0,21.0,19.0,19.0,1,8,9,4,ES0694A,2.009802,41.39216
6003,2023-09-08 02:00:00,22.0,21.0,22.0,16.0,2,8,9,4,ES0694A,2.009802,41.39216
6004,2023-09-08 03:00:00,27.0,21.0,19.0,3.0,3,8,9,4,ES0694A,2.009802,41.39216
6005,2023-09-08 04:00:00,29.0,21.0,21.0,1.0,4,8,9,4,ES0694A,2.009802,41.39216
6006,2023-09-08 05:00:00,40.0,21.0,22.0,1.0,5,8,9,4,ES0694A,2.009802,41.39216
6007,2023-09-08 06:00:00,36.0,21.0,34.0,15.0,6,8,9,4,ES0694A,2.009802,41.39216
6008,2023-09-08 07:00:00,58.0,21.0,51.0,16.0,7,8,9,4,ES0694A,2.009802,41.39216
6009,2023-09-08 08:00:00,54.0,21.0,37.0,47.0,8,8,9,4,ES0694A,2.009802,41.39216
6010,2023-09-08 09:00:00,34.0,21.0,25.0,71.0,9,8,9,4,ES0694A,2.009802,41.39216
6011,2023-09-08 10:00:00,25.0,21.0,50.0,80.0,10,8,9,4,ES0694A,2.009802,41.39216
6012,2023-09-08 11:00:00,24.0,21.0,46.0,108.0,11,8,9,4,ES0694A,2.009802,41.39216
6013,2023-09-08 12:00:00,14.0,21.0,27.0,111.0,12,8,9,4,ES0694A,2.009802,41.39216
6014,2023-09-08 13:00:00,12.0,21.0,29.0,115.0,13,8,9,4,ES0694A,2.009802,41.39216
6015,2023-09-08 14:00:00,7.0,21.0,22.0,113.0,14,8,9,4,ES0694A,2.009802,41.39216
6016,2023-09-08 15:00:00,8.0,21.0,13.0,113.0,15,8,9,4,ES0694A,2.009802,41.39216
6017,2023-09-08 16:00:00,6.0,21.0,17.0,113.0,16,8,9,4,ES0694A,2.009802,41.39216
6018,2023-09-08 17:00:00,7.0,21.0,12.0,110.0,17,8,9,4,ES0694A,2.009802,41.39216
6019,2023-09-08 18:00:00,10.0,21.0,9.0,99.0,18,8,9,4,ES0694A,2.009802,41.39216
6020,2023-09-08 19:00:00,16.0,21.0,8.0,87.0,19,8,9,4,ES0694A,2.009802,41.39216
6021,2023-09-08 20:00:00,8.0,21.0,6.0,90.0,20,8,9,4,ES0694A,2.009802,41.39216
6022,2023-09-08 21:00:00,10.0,21.0,11.0,93.0,21,8,9,4,ES0694A,2.009802,41.39216
6023,2023-09-08 22:00:00,9.0,21.0,11.0,81.0,22,8,9,4,ES0694A,2.009802,41.39216
6024,2023-09-08 23:00:00,7.0,18.0,11.0,79.0,23,8,9,4,ES0694A,2.009802,41.39216
6025,2023-09-09 00:00:00,6.0,18.0,14.0,77.0,0,9,9,5,ES0694A,2.009802,41.39216
6026,2023-09-09 01:00:00,5.0,18.0,11.0,64.0,1,9,9,5,ES0694A,2.009802,41.39216
6027,2023-09-09 02:00:00,6.0,18.0,10.0,46.0,2,9,9,5,ES0694A,2.009802,41.39216
6028,2023-09-09 03:00:00,16.0,18.0,10.0,11.0,3,9,9,5,ES0694A,2.009802,41.39216
6029,2023-09-09 04:00:00,17.0,18.0,13.0,6.0,4,9,9,5,ES0694A,2.009802,41.39216
6030,2023-09-09 05:00:00,17.0,18.0,11.0,5.0,5,9,9,5,ES0694A,2.009802,41.39216
6031,2023-09-09 06:00:00,37.0,18.0,25.0,12.0,6,9,9,5,ES0694A,2.009802,41.39216
6032,2023-09-09 07:00:00,45.0,18.0,33.0,27.0,7,9,9,5,ES0694A,2.009802,41.39216
6033,2023-09-09 08:00:00,43.0,18.0,30.0,58.0,8,9,9,5,ES0694A,2.009802,41.39216
6034,2023-09-09 09:00:00,18.0,18.0,38.0,92.0,9,9,9,5,ES0694A,2.009802,41.39216
6035,2023-09-09 10:00:00,13.0,18.0,32.0,116.0,10,9,9,5,ES0694A,2.009802,41.39216
6036,2023-09-09 11:00:00,13.0,18.0,30.0,115.0,11,9,9,5,ES0694A,2.009802,41.39216
6037,2023-09-09 12:00:00,9.0,18.0,23.0,125.0,12,9,9,5,ES0694A,2.009802,41.39216
6038,2023-09-09 13:00:00,7.0,18.0,20.0,135.0,13,9,9,5,ES0694A,2.009802,41.39216
6039,2023-09-09 14:00:00,8.0,18.0,26.0,141.0,14,9,9,5,ES0694A,2.009802,41.39216
6040,2023-09-09 15:00:00,7.0,18.0,17.0,128.0,15,9,9,5,ES0694A,2.009802,41.39216
6041,2023-09-09 16:00:00,7.0,18.0,10.0,108.0,16,9,9,5,ES0694A,2.009802,41.39216
6042,2023-09-09 17:00:00,6.0,18.0,5.0,95.0,17,9,9,5,ES0694A,2.009802,41.39216
6043,2023-09-09 18:00:00,7.0,18.0,6.0,87.0,18,9,9,5,ES0694A,2.009802,41.39216
6044,2023-09-09 19:00:00,8.0,18.0,4.0,82.0,19,9,9,5,ES0694A,2.009802,41.39216
6045,2023-09-09 20:00:00,8.0,18.0,4.0,64.0,20,9,9,5,ES0694A,2.009802,41.39216
6046,2023-09-09 21:00:00,7.0,18.0,7.0,64.0,21,9,9,5,ES0694A,2.009802,41.39216
6047,2023-09-09 22:00:00,6.0,18.0,11.0,57.0,22,9,9,5,ES0694A,2.009802,41.39216
6048,2023-09-09 23:00:00,7.0,14.0,12.0,46.0,23,9,9,5,ES0694A,2.009802,41.39216
6049,2023-09-10 00:00:00,7.0,14.0,10.0,40.0,0,10,9,6,ES0694A,2.009802,41.39216
6050,2023-09-10 01:00:00,9.0,14.0,10.0,27.0,1,10,9,6,ES0694A,2.009802,41.39216
6051,2023-09-10 02:00:00,8.0,14.0,10.0,24.0,2,10,9,6,ES0694A,2.009802,41.39216
6052,2023-09-10 03:00:00,12.0,14.0,9.0,10.0,3,10,9,6,ES0694A,2.009802,41.39216
6053,2023-09-10 04:00:00,6.0,14.0,8.0,19.0,4,10,9,6,ES0694A,2.009802,41.39216
6054,2023-09-10 05:00:00,10.0,14.0,8.0,7.0,5,10,9,6,ES0694A,2.009802,41.39216
6055,2023-09-10 06:00:00,8.0,14.0,13.0,8.0,6,10,9,6,ES0694A,2.009802,41.39216
6056,2023-09-10 07:00:00,32.0,14.0,18.0,31.0,7,10,9,6,ES0694A,2.009802,41.39216
6057,2023-09-10 08:00:00,30.0,14.0,16.0,53.0,8,10,9,6,ES0694A,2.009802,41.39216
6058,2023-09-10 09:00:00,23.0,14.0,25.0,66.0,9,10,9,6,ES0694A,2.009802,41.39216
6059,2023-09-10 10:00:00,20.0,14.0,29.0,80.0,10,10,9,6,ES0694A,2.009802,41.39216
6060,2023-09-10 11:00:00,17.0,14.0,33.0,100.0,11,10,9,6,ES0694A,2.009802,41.39216
6061,2023-09-10 12:00:00,10.0,14.0,32.0,116.0,12,10,9,6,ES0694A,2.009802,41.39216
6062,2023-09-10 13:00:00,8.0,14.0,18.0,119.0,13,10,9,6,ES0694A,2.009802,41.39216
6063,2023-09-10 14:00:00,7.0,14.0,16.0,115.0,14,10,9,6,ES0694A,2.009802,41.39216
6064,2023-09-10 15:00:00,5.0,14.0,18.0,105.0,15,10,9,6,ES0694A,2.009802,41.39216
6065,2023-09-10 16:00:00,5.0,14.0,15.0,98.0,16,10,9,6,ES0694A,2.009802,41.39216
6066,2023-09-10 17:00:00,5.0,14.0,8.0,94.0,17,10,9,6,ES0694A,2.009802,41.39216
6067,2023-09-10 18:00:00,6.0,14.0,7.0,81.0,18,10,9,6,ES0694A,2.009802,41.39216
6068,2023-09-10 19:00:00,8.0,14.0,10.0,71.0,19,10,9,6,ES0694A,2.009802,41.39216
6069,2023-09-10 20:00:00,6.0,14.0,6.0,62.0,20,10,9,6,ES0694A,2.009802,41.39216
6070,2023-09-10 21:00:00,7.0,14.0,6.0,57.0,21,10,9,6,ES0694A,2.009802,41.39216
6071,2023-09-10 22:00:00,5.0,14.0,7.0,50.0,22,10,9,6,ES0694A,2.009802,41.39216
6072,2023-09-10 23:00:00,5.0,14.0,8.0,48.0,23,10,9,6,ES0694A,2.009802,41.39216
6073,2023-09-11 00:00:00,5.0,14.0,7.0,45.0,0,11,9,0,ES0694A,2.009802,41.39216
6074,2023-09-11 01:00:00,5.0,14.0,9.0,40.0,1,11,9,0,ES0694A,2.009802,41.39216
6075,2023-09-11 02:00:00,18.0,14.0,9.0,23.0,2,11,9,0,ES0694A,2.009802,41.39216
6076,2023-09-11 03:00:00,17.0,14.0,8.0,8.0,3,11,9,0,ES0694A,2.009802,41.39216
6077,2023-09-11 04:00:00,10.0,14.0,9.0,10.0,4,11,9,0,ES0694A,2.009802,41.39216
6078,2023-09-11 05:00:00,21.0,14.0,10.0,8.0,5,11,9,0,ES0694A,2.009802,41.39216
6079,2023-09-11 06:00:00,25.0,14.0,14.0,9.0,6,11,9,0,ES0694A,2.009802,41.39216
6080,2023-09-11 07:00:00,36.0,14.0,23.0,27.0,7,11,9,0,ES0694A,2.009802,41.39216
6081,2023-09-11 08:00:00,29.0,14.0,14.0,47.0,8,11,9,0,ES0694A,2.009802,41.39216
6082,2023-09-11 09:00:00,10.0,14.0,12.0,73.0,9,11,9,0,ES0694A,2.009802,41.39216
6083,2023-09-11 10:00:00,11.0,14.0,17.0,80.0,10,11,9,0,ES0694A,2.009802,41.39216
6084,2023-09-11 11:00:00,8.0,14.0,17.0,88.0,11,11,9,0,ES0694A,2.009802,41.39216
6085,2023-09-11 12:00:00,6.0,14.0,19.0,99.0,12,11,9,0,ES0694A,2.009802,41.39216
6086,2023-09-11 13:00:00,4.0,14.0,15.0,96.0,13,11,9,0,ES0694A,2.009802,41.39216
6087,2023-09-11 14:00:00,4.0,14.0,14.0,94.0,14,11,9,0,ES0694A,2.009802,41.39216
6088,2023-09-11 15:00:00,3.0,14.0,12.0,87.0,15,11,9,0,ES0694A,2.009802,41.39216
6089,2023-09-11 16:00:00,5.0,14.0,10.0,86.0,16,11,9,0,ES0694A,2.009802,41.39216
6090,2023-09-11 17:00:00,6.0,14.0,8.0,83.0,17,11,9,0,ES0694A,2.009802,41.39216
6091,2023-09-11 18:00:00,6.0,14.0,5.0,73.0,18,11,9,0,ES0694A,2.009802,41.39216
6092,2023-09-11 19:00:00,6.0,14.0,2.0,67.0,19,11,9,0,ES0694A,2.009802,41.39216
6093,2023-09-11 20:00:00,5.0,14.0,2.0,58.0,20,11,9,0,ES0694A,2.009802,41.39216
6094,2023-09-11 21:00:00,6.0,14.0,4.0,49.0,21,11,9,0,ES0694A,2.009802,41.39216
6095,2023-09-11 22:00:00,5.0,14.0,10.0,38.0,22,11,9,0,ES0694A,2.009802,41.39216
6096,2023-09-11 23:00:00,6.0,23.0,8.0,38.0,23,11,9,0,ES0694A,2.009802,41.39216
6097,2023-09-12 00:00:00,11.0,23.0,8.0,30.0,0,12,9,1,ES0694A,2.009802,41.39216
6098,2023-09-12 01:00:00,8.0,23.0,9.0,14.0,1,12,9,1,ES0694A,2.009802,41.39216
6099,2023-09-12 02:00:00,7.0,23.0,15.0,27.0,2,12,9,1,ES0694A,2.009802,41.39216
6100,2023-09-12 03:00:00,32.0,23.0,13.0,6.0,3,12,9,1,ES0694A,2.009802,41.39216
6101,2023-09-12 04:00:00,26.0,23.0,11.0,4.0,4,12,9,1,ES0694A,2.009802,41.39216
6102,2023-09-12 05:00:00,27.0,23.0,22.0,10.0,5,12,9,1,ES0694A,2.009802,41.39216
6103,2023-09-12 06:00:00,37.0,23.0,40.0,2.0,6,12,9,1,ES0694A,2.009802,41.39216
6104,2023-09-12 07:00:00,36.0,23.0,36.0,11.0,7,12,9,1,ES0694A,2.009802,41.39216
6105,2023-09-12 08:00:00,51.0,23.0,45.0,24.0,8,12,9,1,ES0694A,2.009802,41.39216
6106,2023-09-12 09:00:00,46.0,23.0,23.0,43.0,9,12,9,1,ES0694A,2.009802,41.39216
6107,2023-09-12 10:00:00,32.0,23.0,20.0,56.0,10,12,9,1,ES0694A,2.009802,41.39216
6108,2023-09-12 11:00:00,25.0,23.0,35.0,72.0,11,12,9,1,ES0694A,2.009802,41.39216
6109,2023-09-12 12:00:00,13.0,23.0,24.0,92.0,12,12,9,1,ES0694A,2.009802,41.39216
6110,2023-09-12 13:00:00,8.0,23.0,16.0,95.0,13,12,9,1,ES0694A,2.009802,41.39216
6111,2023-09-12 14:00:00,10.0,23.0,18.0,84.0,14,12,9,1,ES0694A,2.009802,41.39216
6112,2023-09-12 15:00:00,15.0,23.0,21.0,73.0,15,12,9,1,ES0694A,2.009802,41.39216
6113,2023-09-12 16:00:00,21.0,23.0,23.0,65.0,16,12,9,1,ES0694A,2.009802,41.39216
6114,2023-09-12 17:00:00,14.0,23.0,13.0,71.0,17,12,9,1,ES0694A,2.009802,41.39216
6115,2023-09-12 18:00:00,12.0,23.0,12.0,66.0,18,12,9,1,ES0694A,2.009802,41.39216
6116,2023-09-12 19:00:00,12.0,23.0,8.0,62.0,19,12,9,1,ES0694A,2.009802,41.39216
6117,2023-09-12 20:00:00,11.0,23.0,6.0,64.0,20,12,9,1,ES0694A,2.009802,41.39216
6118,2023-09-12 21:00:00,6.0,23.0,6.0,53.0,21,12,9,1,ES0694A,2.009802,41.39216
6119,2023-09-12 22:00:00,36.0,23.0,8.0,32.0,22,12,9,1,ES0694A,2.009802,41.39216
6120,2023-09-12 23:00:00,32.0,22.0,7.0,27.0,23,12,9,1,ES0694A,2.009802,41.39216
6121,2023-09-13 00:00:00,19.0,22.0,10.0,36.0,0,13,9,2,ES0694A,2.009802,41.39216
6122,2023-09-13 01:00:00,14.0,22.0,9.0,46.0,1,13,9,2,ES0694A,2.009802,41.39216
6123,2023-09-13 02:00:00,7.0,22.0,5.0,56.0,2,13,9,2,ES0694A,2.009802,41.39216
6124,2023-09-13 03:00:00,21.0,22.0,11.0,42.0,3,13,9,2,ES0694A,2.009802,41.39216
6125,2023-09-13 04:00:00,42.0,22.0,13.0,16.0,4,13,9,2,ES0694A,2.009802,41.39216
6126,2023-09-13 05:00:00,47.0,22.0,18.0,6.0,5,13,9,2,ES0694A,2.009802,41.39216
6127,2023-09-13 06:00:00,57.0,22.0,48.0,3.0,6,13,9,2,ES0694A,2.009802,41.39216
6128,2023-09-13 07:00:00,29.0,22.0,19.0,28.0,7,13,9,2,ES0694A,2.009802,41.39216
6129,2023-09-13 08:00:00,14.0,22.0,8.0,52.0,8,13,9,2,ES0694A,2.009802,41.39216
6130,2023-09-13 09:00:00,13.0,22.0,10.0,68.0,9,13,9,2,ES0694A,2.009802,41.39216
6131,2023-09-13 10:00:00,11.0,22.0,15.0,78.0,10,13,9,2,ES0694A,2.009802,41.39216
6132,2023-09-13 11:00:00,13.0,22.0,24.0,92.0,11,13,9,2,ES0694A,2.009802,41.39216
6133,2023-09-13 12:00:00,9.0,22.0,14.0,104.0,12,13,9,2,ES0694A,2.009802,41.39216
6134,2023-09-13 13:00:00,6.0,22.0,11.0,96.0,13,13,9,2,ES0694A,2.009802,41.39216
6135,2023-09-13 14:00:00,7.0,22.0,8.0,89.0,14,13,9,2,ES0694A,2.009802,41.39216
6136,2023-09-13 15:00:00,7.0,22.0,10.0,79.0,15,13,9,2,ES0694A,2.009802,41.39216
6137,2023-09-13 16:00:00,9.0,22.0,11.0,71.0,16,13,9,2,ES0694A,2.009802,41.39216
6138,2023-09-13 17:00:00,16.0,22.0,13.0,62.0,17,13,9,2,ES0694A,2.009802,41.39216
6139,2023-09-13 18:00:00,18.0,22.0,15.0,56.0,18,13,9,2,ES0694A,2.009802,41.39216
6140,2023-09-13 19:00:00,20.0,22.0,20.0,49.0,19,13,9,2,ES0694A,2.009802,41.39216
6141,2023-09-13 20:00:00,12.0,22.0,14.0,47.0,20,13,9,2,ES0694A,2.009802,41.39216
6142,2023-09-13 21:00:00,12.0,22.0,19.0,43.0,21,13,9,2,ES0694A,2.009802,41.39216
6143,2023-09-13 22:00:00,11.0,22.0,18.0,41.0,22,13,9,2,ES0694A,2.009802,41.39216
6144,2023-09-13 23:00:00,11.0,20.0,21.0,25.0,23,13,9,2,ES0694A,2.009802,41.39216
6145,2023-09-14 00:00:00,12.0,20.0,17.0,5.0,0,14,9,3,ES0694A,2.009802,41.39216
6146,2023-09-14 01:00:00,13.0,20.0,11.0,7.0,1,14,9,3,ES0694A,2.009802,41.39216
6147,2023-09-14 02:00:00,15.0,20.0,11.0,3.0,2,14,9,3,ES0694A,2.009802,41.39216
6148,2023-09-14 03:00:00,35.0,20.0,17.0,1.0,3,14,9,3,ES0694A,2.009802,41.39216
6149,2023-09-14 04:00:00,32.0,20.0,19.0,1.0,4,14,9,3,ES0694A,2.009802,41.39216
6150,2023-09-14 05:00:00,24.0,20.0,18.0,2.0,5,14,9,3,ES0694A,2.009802,41.39216
6151,2023-09-14 06:00:00,34.0,20.0,29.0,2.0,6,14,9,3,ES0694A,2.009802,41.39216
6152,2023-09-14 07:00:00,37.0,20.0,38.0,11.0,7,14,9,3,ES0694A,2.009802,41.39216
6153,2023-09-14 08:00:00,26.0,20.0,28.0,30.0,8,14,9,3,ES0694A,2.009802,41.39216
6154,2023-09-14 09:00:00,18.0,20.0,12.0,56.0,9,14,9,3,ES0694A,2.009802,41.39216
6155,2023-09-14 10:00:00,13.0,20.0,16.0,72.0,10,14,9,3,ES0694A,2.009802,41.39216
6156,2023-09-14 11:00:00,6.0,20.0,14.0,84.0,11,14,9,3,ES0694A,2.009802,41.39216
6157,2023-09-14 12:00:00,5.0,20.0,13.0,88.0,12,14,9,3,ES0694A,2.009802,41.39216
6158,2023-09-14 13:00:00,4.0,20.0,6.0,93.0,13,14,9,3,ES0694A,2.009802,41.39216
6159,2023-09-14 14:00:00,4.0,20.0,3.0,96.0,14,14,9,3,ES0694A,2.009802,41.39216
6160,2023-09-14 15:00:00,4.0,20.0,4.0,102.0,15,14,9,3,ES0694A,2.009802,41.39216
6161,2023-09-14 16:00:00,6.0,20.0,4.0,87.0,16,14,9,3,ES0694A,2.009802,41.39216
6162,2023-09-14 17:00:00,5.0,20.0,3.0,80.0,17,14,9,3,ES0694A,2.009802,41.39216
6163,2023-09-14 18:00:00,9.0,20.0,5.0,71.0,18,14,9,3,ES0694A,2.009802,41.39216
6164,2023-09-14 19:00:00,12.0,20.0,6.0,60.0,19,14,9,3,ES0694A,2.009802,41.39216
6165,2023-09-14 20:00:00,8.0,20.0,2.0,56.0,20,14,9,3,ES0694A,2.009802,41.39216
6166,2023-09-14 21:00:00,7.0,20.0,7.0,48.0,21,14,9,3,ES0694A,2.009802,41.39216
6167,2023-09-14 22:00:00,8.0,20.0,14.0,46.0,22,14,9,3,ES0694A,2.009802,41.39216
6168,2023-09-14 23:00:00,6.0,23.0,19.0,41.0,23,14,9,3,ES0694A,2.009802,41.39216
6169,2023-09-15 00:00:00,5.0,23.0,18.0,36.0,0,15,9,4,ES0694A,2.009802,41.39216
6170,2023-09-15 01:00:00,5.0,23.0,13.0,28.0,1,15,9,4,ES0694A,2.009802,41.39216
6171,2023-09-15 02:00:00,10.0,23.0,15.0,12.0,2,15,9,4,ES0694A,2.009802,41.39216
6172,2023-09-15 03:00:00,26.0,23.0,12.0,2.0,3,15,9,4,ES0694A,2.009802,41.39216
6173,2023-09-15 04:00:00,27.0,23.0,14.0,4.0,4,15,9,4,ES0694A,2.009802,41.39216
6174,2023-09-15 05:00:00,34.0,23.0,16.0,1.0,5,15,9,4,ES0694A,2.009802,41.39216
6175,2023-09-15 06:00:00,23.0,23.0,32.0,4.0,6,15,9,4,ES0694A,2.009802,41.39216
6176,2023-09-15 07:00:00,43.0,23.0,37.0,16.0,7,15,9,4,ES0694A,2.009802,41.39216
6177,2023-09-15 08:00:00,45.0,23.0,35.0,27.0,8,15,9,4,ES0694A,2.009802,41.39216
6178,2023-09-15 09:00:00,34.0,23.0,44.0,46.0,9,15,9,4,ES0694A,2.009802,41.39216
6179,2023-09-15 10:00:00,14.0,23.0,17.0,67.0,10,15,9,4,ES0694A,2.009802,41.39216
6180,2023-09-15 11:00:00,28.0,23.0,6.0,50.0,11,15,9,4,ES0694A,2.009802,41.39216
6181,2023-09-15 12:00:00,22.0,23.0,15.0,47.0,12,15,9,4,ES0694A,2.009802,41.39216
6182,2023-09-15 13:00:00,35.0,23.0,7.0,43.0,13,15,9,4,ES0694A,2.009802,41.39216
6183,2023-09-15 14:00:00,24.0,23.0,17.0,49.0,14,15,9,4,ES0694A,2.009802,41.39216
6184,2023-09-15 15:00:00,24.0,23.0,12.0,45.0,15,15,9,4,ES0694A,2.009802,41.39216
6185,2023-09-15 16:00:00,18.0,23.0,11.0,53.0,16,15,9,4,ES0694A,2.009802,41.39216
6186,2023-09-15 17:00:00,18.0,23.0,8.0,43.0,17,15,9,4,ES0694A,2.009802,41.39216
6187,2023-09-15 18:00:00,14.0,23.0,9.0,36.0,18,15,9,4,ES0694A,2.009802,41.39216
6188,2023-09-15 19:00:00,25.0,23.0,8.0,12.0,19,15,9,4,ES0694A,2.009802,41.39216
6189,2023-09-15 20:00:00,18.0,23.0,8.0,19.0,20,15,9,4,ES0694A,2.009802,41.39216
6190,2023-09-15 21:00:00,28.0,23.0,12.0,3.0,21,15,9,4,ES0694A,2.009802,41.39216
6191,2023-09-15 22:00:00,12.0,23.0,14.0,21.0,22,15,9,4,ES0694A,2.009802,41.39216
6192,2023-09-15 23:00:00,14.0,18.0,18.0,22.0,23,15,9,4,ES0694A,2.009802,41.39216
6193,2023-09-16 00:00:00,16.0,18.0,20.0,17.0,0,16,9,5,ES0694A,2.009802,41.39216
6194,2023-09-16 01:00:00,27.0,18.0,16.0,10.0,1,16,9,5,ES0694A,2.009802,41.39216
6195,2023-09-16 02:00:00,16.0,18.0,14.0,13.0,2,16,9,5,ES0694A,2.009802,41.39216
6196,2023-09-16 03:00:00,7.0,18.0,10.0,22.0,3,16,9,5,ES0694A,2.009802,41.39216
6197,2023-09-16 04:00:00,9.0,18.0,11.0,12.0,4,16,9,5,ES0694A,2.009802,41.39216
6198,2023-09-16 05:00:00,19.0,18.0,15.0,4.0,5,16,9,5,ES0694A,2.009802,41.39216
6199,2023-09-16 06:00:00,16.0,18.0,14.0,3.0,6,16,9,5,ES0694A,2.009802,41.39216
6200,2023-09-16 07:00:00,21.0,18.0,18.0,13.0,7,16,9,5,ES0694A,2.009802,41.39216
6201,2023-09-16 08:00:00,19.0,18.0,11.0,27.0,8,16,9,5,ES0694A,2.009802,41.39216
6202,2023-09-16 09:00:00,17.0,18.0,11.0,44.0,9,16,9,5,ES0694A,2.009802,41.39216
6203,2023-09-16 10:00:00,22.0,18.0,10.0,41.0,10,16,9,5,ES0694A,2.009802,41.39216
6204,2023-09-16 11:00:00,16.0,18.0,29.0,72.0,11,16,9,5,ES0694A,2.009802,41.39216
6205,2023-09-16 12:00:00,11.0,18.0,20.0,90.0,12,16,9,5,ES0694A,2.009802,41.39216
6206,2023-09-16 13:00:00,4.0,18.0,11.0,91.0,13,16,9,5,ES0694A,2.009802,41.39216
6207,2023-09-16 14:00:00,4.0,18.0,14.0,88.0,14,16,9,5,ES0694A,2.009802,41.39216
6208,2023-09-16 15:00:00,5.0,18.0,9.0,84.0,15,16,9,5,ES0694A,2.009802,41.39216
6209,2023-09-16 16:00:00,5.0,18.0,10.0,82.0,16,16,9,5,ES0694A,2.009802,41.39216
6210,2023-09-16 17:00:00,6.0,18.0,20.0,75.0,17,16,9,5,ES0694A,2.009802,41.39216
6211,2023-09-16 18:00:00,10.0,18.0,5.0,61.0,18,16,9,5,ES0694A,2.009802,41.39216
6212,2023-09-16 19:00:00,8.0,18.0,6.0,38.0,19,16,9,5,ES0694A,2.009802,41.39216
6213,2023-09-16 20:00:00,9.0,18.0,11.0,30.0,20,16,9,5,ES0694A,2.009802,41.39216
6214,2023-09-16 21:00:00,10.0,18.0,11.0,18.0,21,16,9,5,ES0694A,2.009802,41.39216
6215,2023-09-16 22:00:00,10.0,18.0,12.0,10.0,22,16,9,5,ES0694A,2.009802,41.39216
6216,2023-09-16 23:00:00,9.0,54.0,16.0,11.0,23,16,9,5,ES0694A,2.009802,41.39216
6217,2023-09-17 00:00:00,10.0,54.0,17.0,8.0,0,17,9,6,ES0694A,2.009802,41.39216
6218,2023-09-17 01:00:00,13.0,54.0,15.0,2.0,1,17,9,6,ES0694A,2.009802,41.39216
